tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
awww thanks haha added you xx,0.876,0.794,0.816,0.906,0.925,0.659,0.69,6,0.26666666666666666,0.46666666666666673,0
morning zane actually good night,0.881,0.748,0.898,0.927,0.903,0.803,0.766,5,0.7,0.6000000000000001,0
playing the sims,0.942,0.812,0.94,0.818,0.906,0.93,0.903,3,0.0,0.0,0
not really hopefully arrive on the 3rd or 10th paris on the 22nd for a week then back until august 20th,0.826,0.827,0.706,0.774,0.84,0.794,0.896,21,-0.025,0.05,0
clinical depression is the 1 global leading cause of disability,0.738,0.734,0.823,0.667,0.669,0.507,0.865,10,0.0,0.0,0
20th july that should be both mondays,0.87,0.748,0.853,0.941,0.93,0.907,0.853,7,0.0,0.0,0
my twitter first had to try it looks fun time for bed night new friends pls good thoughts about that grant update tmrw promise,0.832,0.957,0.812,0.893,0.762,0.744,0.734,24,0.34659090909090906,0.396969696969697,0
here from you we will be able to see you duhh haha you glow in the dark gub gub,0.776,0.835,0.862,0.851,0.843,0.711,0.766,19,0.18333333333333332,0.4416666666666667,0
congrats kayl teiteng 05 up to a better level sorry for my man he only payed 5 m a foot on the face and we spend all night at hospital,0.854,0.858,0.868,0.916,0.783,0.82,0.92,30,0.0,0.8333333333333334,0
monday mornings still feel like mondays but with the added benefit of being tired after a busy weekend of work lol,0.672,0.727,0.791,0.703,0.646,0.647,0.711,21,0.16666666666666666,0.5666666666666667,0
ask weed buddy what strain helps with,0.833,0.928,1,0.995,0.923,0.839,0.836,7,0.0,0.0,0
looking forward to the meeting with pastor kong and jw later,0.935,0.939,0.884,0.953,0.928,0.811,0.807,11,0.0,0.0,0
http twitpic com 6qc2r oh yeah i used my cheap 12mp 100 00 pocket camera to take this,0.862,0.804,0.941,0.841,0.964,0.935,0.805,18,0.4,0.7,0
am not they frighten me to death i just like to see all the boys in their leathers we go every year brilliant atmos,0.72,0.861,0.759,0.776,0.741,0.71,0.755,24,0.9,1.0,0
2 national headlining acts next month i wish i could go tell my 7th grade self that all the bullying the sleepless nights the depression etc was all worth it and that it gets easier and the growth has been incredible my life is a fucking blessing but nothing comes overnight,0.647,0.81,0.647,0.759,0.594,0.617,0.749,51,0.15,0.45,0
dunno why we played for 12 hours steve already knows i will not be beat stopped bc i had appt fucking tired but clawed up enuf to split,0.806,0.932,0.799,0.7,0.775,0.618,0.748,28,-0.4,0.7,0
tension anger depression fatigue and vitality and they all start in your gut,0.651,0.643,0.761,0.706,0.49,0.568,0.717,13,-0.7,0.2,0
goodnight ya ll know i do not sleep i pull all nighters writing songs amp thinking of new ways to annihilate amp embarrass my opponents,0.685,0.884,0.702,0.625,0.609,0.656,0.788,25,0.13636363636363635,0.45454545454545453,0
ohh boy craziness in marlatt,0.792,0.635,0.705,0.652,0.75,0.66,0.714,5,0.0,0.0,0
tonight im celebrating love,0.909,0.894,0.636,0.897,0.862,0.768,0.813,4,0.5,0.6,0
algebra is easy lucy,0.902,0.776,0.789,0.785,0.949,0.834,0.767,4,0.43333333333333335,0.8333333333333334,0
just got home from work super long day finished off with a couple of martinis and now drinking wine,0.769,0.98,0.879,0.922,0.87,0.709,0.845,19,0.14166666666666666,0.5333333333333333,0
am bored if you have my number and happen to be reading this text or call me i took a nap and will now be awake all night,0.541,0.835,0.748,0.681,0.599,0.639,0.795,28,-0.5,1.0,0
glass of wine might help,0.899,0.862,0.642,0.997,0.904,0.889,0.739,5,0.0,0.0,0
yaa love you and dougie as a couple happiness,0.832,0.819,0.806,0.98,0.835,0.763,0.806,9,0.6,0.4,0
it helps with my anxiety depression as well a friend recommended cbd for those reasons but i have not tried it yet emoji heavy red heart it keeps me sane lol,0.574,0.81,0.779,0.877,0.692,0.745,0.564,31,0.20000000000000004,0.39999999999999997,0
binge watch a couple comedy shows on netflix while in a bout of depression and it never recommends anything else every again,0.703,0.828,0.756,0.797,0.767,0.695,0.846,22,0.0,0.0,0
get 100 followers a day using www tweeteradder com once you add everyone you are on the train or pay vip,0.955,1,0.776,0.936,0.925,0.748,0.658,21,0.0,0.0,0
organic wine kills and and also happy birthday old morrissey,0.907,0.866,0.894,0.976,0.935,0.946,0.742,10,0.45,0.6,0
i was just on the site you are doing a great job of it,0.802,0.82,0.767,0.812,0.801,0.477,0.687,14,0.8,0.75,0
you you will have to come done to fresno so you can come with everyone to the premier and we can celebrate our bdays,0.951,0.965,0.774,0.869,0.873,0.608,0.592,24,0.0,0.0,0
you made na your twitter haha d upload a photo updateee,1,0.973,0.901,0.944,0.974,0.782,0.858,11,0.2,0.3,0
remedy drive concert was amazing phil dave dan and paul are so incredibly nice and talented thanks for signing my shirt,0.907,0.954,0.861,1,0.866,0.739,0.752,21,0.525,0.75,0
never too late to try again my mom bought me a guitar so i had to learn to play it back then talk abt forcing u off to bed,0.733,0.969,0.769,0.716,0.684,0.646,0.723,29,-0.15,0.3,0
alvarez modern family is the real depression,0.508,0.528,0.573,0.438,0.476,0.509,0.782,7,0.2,0.30000000000000004,0
is excited about our first caterpillars of the season,0.835,1,0.784,1,0.884,0.681,0.863,9,0.3125,0.5416666666666666,0
good luck,0.776,0.674,0.751,0.842,0.799,0.6,0.557,2,0.7,0.6000000000000001,0
lol that feel when the depression hits u in d face right when ur about to study,0.743,0.783,0.853,0.792,0.646,0.695,0.9,17,0.5428571428571429,0.6178571428571429,0
it is crazy how much better you feel and how much you can achieve when you get out of depression emoji person with folded hands,0.669,0.72,0.686,0.813,0.692,0.798,0.732,25,0.03333333333333335,0.5333333333333333,0
resourcefulness vision depression magicianseven of pentaclesnine of swords,0.781,0.743,0.794,0.825,0.843,0.779,0.908,8,0.0,0.0,0
depression works very much like this minor inconvenience stressful situation happens my brain banging pots together death death death death death death,0.623,0.615,0.619,0.701,0.57,0.596,0.838,22,0.10500000000000001,0.23,0
i was supposed to revise business but i forgot to swap my economics book for a business book in the library so i guess will just spend my time watching vine compilations that cure depression,0.713,0.909,0.878,0.89,0.739,0.736,0.695,35,0.0,0.0,0
congrats but do not get into fights on a street fight an ordinary belt is probably a more useful weapon,0.662,0.772,0.784,0.793,0.696,0.79,0.523,20,0.18333333333333335,0.3333333333333333,0
hb4 cyberia hb2 cyberia new food court hb4 gt cendol sedap t baekkk eheheehee,0.983,0.927,0.959,0.957,0.996,0.787,0.764,14,0.13636363636363635,0.45454545454545453,0
and it is exactly 6 days after the last time i met saw them,0.865,0.944,0.764,0.82,0.982,0.74,0.769,14,0.125,0.15833333333333333,0
not one day too soon,0.84,0.782,0.702,0.68,0.779,0.726,0.678,5,0.0,0.0,0
epa umm through this arrangement what would be the earliest day i could get them,0.96,0.938,0.815,0.818,0.896,0.723,0.7,15,0.0,0.0,0
mmmm i think that was my first beer in six months worth waiting for,0.929,0.925,0.831,0.97,0.881,0.858,0.896,14,0.275,0.21666666666666667,0
good morning miley,0.95,0.779,0.772,0.817,0.933,0.627,0.66,3,0.7,0.6000000000000001,0
i have yet to have a peeta s wich better than the ones at l as du fallafel in le marais paris when do we get to try yours,0.792,0.843,0.817,0.767,0.831,0.783,0.755,29,0.5,0.5,0
off to the hills of eastern kentucky to volunteer for a week will not be able to check my retweets but will tweet from my phone,0.751,0.878,0.622,0.794,0.653,0.649,0.782,26,0.5,0.625,0
just realized the similarity between communism and gokulashtami karl marx,0.898,0.927,0.913,1,0.925,0.793,0.854,10,0.0,0.0,0
yes cyby u can,0.931,0.811,0.787,0.854,0.969,0.567,0.63,4,0.0,0.0,0
heading into bowness for some dinner,0.934,0.908,0.799,0.888,0.879,0.676,0.719,6,0.0,0.0,0
82 am sorry about your morning am sending a twitter hug x,0.784,0.762,0.829,0.862,0.821,0.79,0.788,12,-0.5,1.0,0
am excited i get to meet up with the breeder later today to check out the puppies so i can decided which pup i want i can not wait,0.827,1,0.798,0.855,0.746,0.692,0.789,29,0.1875,0.375,0
thanks kekeke,0.885,0.895,0.906,0.999,0.972,0.86,0.806,2,0.2,0.2,0
morimoto for dinner happy birthday mommy lt 3,0.896,0.919,0.865,0.961,0.916,0.809,0.81,8,0.8,1.0,0
what is up yall i made it an early night i think ima bout to take a shower and chill witcha did i miss anything,0.85,0.87,0.75,0.731,0.741,0.613,0.82,25,0.1,0.3,0
the reason s why i use tweetlater,0.789,0.907,0.872,0.914,0.821,0.651,0.72,7,0.0,0.0,0
in heb 12 15 the bible warns us to beware lest any root of bitterness springing up trouble you and thereby many be defiled can lead to depression sexual sin and others corruption but the gives us the cure for bitterness,0.593,0.723,0.697,0.804,0.575,0.61,0.522,41,0.26666666666666666,0.5111111111111111,0
in 50 days my sports depression will continue is their no escape from this void,0.697,0.796,0.724,0.67,0.637,0.627,0.837,15,0.0,0.0,0
hahahaha you also feel good,0.727,0.702,0.709,0.899,0.741,0.617,0.63,5,0.44999999999999996,0.55,0
whip out out the after sun and moisturiser,1,0.982,0.86,0.961,0.991,0.733,0.687,8,0.0,0.0,0
happy birthday x,0.968,0.811,0.755,0.915,0.907,0.74,0.752,3,0.8,1.0,0
get 100 followers a day using www tweeteradder com once you add everyone you are on the train or pay vip,0.955,1,0.776,0.936,0.925,0.748,0.658,21,0.0,0.0,0
is ready for the last show,0.825,0.854,0.72,0.63,0.837,0.7,0.733,6,0.1,0.2833333333333333,0
ever since i bought my macbook i send much more emails it is so fucking easy that i becoming a spammer,0.831,0.99,0.807,0.834,0.811,0.707,0.703,21,0.4611111111111111,0.7277777777777779,0
you only need two close friends in which you can trust and dedicate yourself to having too many friends can lead to depression and stress,0.644,0.772,0.762,0.868,0.784,0.78,0.728,25,0.25,0.75,0
thanks sue am so glad some like it wild was a success for you,0.744,0.721,0.657,0.912,0.708,0.695,0.72,14,0.27499999999999997,0.4,0
funny day today got rubbed with grass by a girlfriend of mine and after that we had a water fight,0.668,0.826,0.666,0.771,0.589,0.653,0.943,20,0.25,1.0,0
at boyfriends house now,0.998,0.929,0.798,1,0.948,0.835,0.946,4,0.0,0.0,0
out am having dinner,0.918,0.911,0.85,0.923,0.878,0.669,0.706,4,0.0,0.0,0
first day of school on june 8 09 and that is tomorrow man that sucks everything up especially summer thanks for the memories though,0.797,0.854,0.773,0.821,0.736,0.664,0.832,24,0.037500000000000006,0.4583333333333333,0
she love my smile no matter how chipped my toof is,0.659,0.691,0.616,0.739,0.663,0.677,0.71,11,0.4,0.35,0
i have been told to tell you to go outside and enjoy the sun,0.832,0.734,0.767,0.834,0.854,0.693,0.673,14,0.2,0.275,0
hey girl doin big things got respect for what you do and you s a dime too haha,0.701,0.634,0.725,0.79,0.68,0.583,0.592,18,0.1,0.2,0
goodluck,0.84,0.634,0.82,0.916,0.799,0.693,0.705,1,0.0,0.0,0
physical activity and incident depression a meta analysis of prospective cohort studies american journal of psychiatry vol 0 no 0,0.761,0.874,0.948,0.903,0.849,0.842,0.902,20,0.0,0.07142857142857142,0
les yep thanks for checking though,0.723,0.784,0.85,0.906,0.821,0.715,0.687,6,0.2,0.2,0
thought you would like the email,0.689,0.896,0.899,0.949,0.812,0.767,0.748,6,0.0,0.0,0
all i want is for my kids to be loved i do not blame them for my lack of sleep my irritation my depression none of it i may get frustrated but my children are the only reason i keep going,0.562,0.756,0.576,0.797,0.612,0.603,0.547,41,0.0,0.6666666666666666,0
haha i decided to reply to people on my blogs it is quicker my brain hurts x,0.697,0.917,0.697,0.677,0.738,0.797,0.646,17,0.2,0.3,0
in cars porn star evan stone mountain bike sex depression homosexuality best 100 porn stars ameture nude,0.819,0.951,0.888,0.961,0.808,0.797,0.99,17,1.0,0.3,0
yeah xd good idea,0.883,0.771,0.802,0.886,0.853,0.568,0.655,4,0.7,0.6000000000000001,0
in twitting mode mood today yay,0.754,0.669,0.656,0.787,0.78,0.523,0.625,6,0.0,0.0,0
what is quot cost chai quot,0.808,0.826,0.854,0.839,0.838,0.936,0.901,6,0.0,0.0,0
right now new york is where i wanna be,0.972,0.965,0.718,0.907,0.883,0.541,0.73,9,0.21103896103896103,0.4951298701298701,0
power ballads hmmm quot power of love quot and quot boom boom boom quot lol,0.884,0.87,0.799,0.944,0.83,0.855,0.852,15,0.65,0.6499999999999999,0
talking about me anxiety he is overdepression never started,0.681,0.692,0.687,0.595,0.607,0.673,0.638,9,0.0,0.0,0
am so excited to see your art next to si s mix you guys will own all,0.876,0.922,0.761,0.889,0.771,0.582,0.667,17,0.325,0.5833333333333334,0
good afternoon or morning or evening as applicable,0.923,0.84,0.857,0.868,0.967,0.747,0.769,8,0.7,0.6000000000000001,0
have a safe trip to ny makes me smile thinking you you will be in my town,0.881,0.862,0.816,1,0.906,0.648,0.755,17,0.4,0.3,0
pr thanks i can not wait to find out what i get to work on do not be surprised if you get a call or two next year,0.907,1,0.762,0.931,0.874,0.615,0.756,28,0.10000000000000002,0.3666666666666667,0
dinner at the cheesecake factory yummy def treating myself to a brownie sundae,0.917,1,0.809,1,0.923,0.879,0.83,13,0.0,0.0,0
listening to nas quot it am not hard to tell quot makes me wish i had a time machine to go back and visit carefree days could come along,0.767,0.835,0.761,0.878,0.839,0.677,0.632,29,0.07291666666666667,0.2708333333333333,0
so excited about her upcoming birthday i even dreamed about sushi last night,0.872,0.987,0.739,0.992,0.85,0.761,0.895,13,0.1875,0.4083333333333333,0
happy mothers day to all im gonna help mine right now she deserves it you guys should too,0.686,0.746,0.634,0.873,0.752,0.541,0.569,18,0.5428571428571429,0.7678571428571428,0
goin on the boy s boat gonna have breakfast in leschi,1,1,1,1,0.9,0.891,0.839,11,0.0,0.0,0
ew would have been quot a little quot funny to have the govenor present congrats to luv gov geeesh they are tough up there,0.54,0.587,0.633,0.717,0.591,0.65,0.594,24,-0.08159722222222222,0.5833333333333334,0
checking myspace while looking at bands from different states so i can add them as friends on myspace i love music,0.787,1,0.785,0.941,0.816,0.862,0.923,21,0.25,0.6,0
great hanging out with you hope you are having fun disney,0.846,0.833,0.699,0.91,0.804,0.638,0.744,11,0.55,0.475,0
greattt 46 unread messages in my spambox yay not i got 6 messages from people who support me and my music,0.761,0.903,0.807,0.901,0.791,0.814,0.778,21,0.1,0.4,0
sucking my dick cures depression,0.724,0.804,0.87,0.921,0.771,0.794,0.726,5,0.0,0.0,0
bear with me im coming back soon,0.809,0.85,0.695,0.769,0.587,0.58,0.592,7,0.0,0.0,0
got a ipod touch,0.9,0.867,0.83,0.911,0.913,0.862,0.812,4,0.0,0.0,0
maybe they thought he was a grizzly bear and was trying to take him down ahaha,0.738,0.769,0.748,0.77,0.724,0.633,0.749,16,-0.15555555555555559,0.2888888888888889,0
if you carry your childhood with you you never become old a sutzkever,0.899,0.88,0.647,0.812,0.902,0.736,0.825,13,0.1,0.2,0
is going to attend mass c mon peeps it is sunday,0.928,0.994,0.804,0.896,0.887,0.853,0.714,11,0.0,0.0,0
oh good am glad and mine was very delishhhh thanks for asking lol,0.789,0.755,0.766,0.948,0.807,0.675,0.666,13,0.48,0.5599999999999999,0
word of the day is depression,0.447,0.474,0.563,0.476,0.471,0.508,0.834,6,0.0,0.0,0
this day keeps getting better i got my tax refund a free vacation my paycheck and a new couch,0.832,0.885,0.88,1,0.902,0.772,0.803,19,0.34545454545454546,0.5848484848484848,0
watching v4v then turning in goodnight,0.866,0.922,0.894,0.906,0.772,0.885,0.748,6,0.0,0.0,0
i sound un empathetic i sound mean and rude suicide is an epidemic and i do not wanna be misconstrued signs of depression go overlooked so if you are depressed then you need to be book a therapy session and talk about your depression let a professional hear it,0.462,0.789,0.733,0.717,0.538,0.596,0.744,49,0.057500000000000016,0.4375,0
can not pick just one,0.698,0.685,0.602,0.612,0.723,0.835,0.758,5,0.0,0.0,0
watching sabrina the teenage witch episode where her aunts make her a dream date out of man dough it is my favorite episode,0.826,0.972,0.756,1.0,0.803,0.693,0.952,23,0.25,0.5,0
more than 1 in 20 us children and teens have anxiety or depression,0.876,0.658,0.731,0.798,0.743,0.865,0.779,13,0.5,0.5,0
happy birthday to me,0.894,0.786,0.777,0.901,0.849,0.706,0.705,4,0.8,1.0,0
https bugs launchpad net bugs 56125 really does need to get fixed,0.711,0.738,0.793,0.633,0.635,0.725,0.633,12,0.10000000000000002,0.13333333333333333,0
and now to quote the soup dragons quot am free to do what i want any old time quot at least until fall,0.877,0.792,0.747,0.882,0.966,0.773,0.692,23,0.06666666666666667,0.4666666666666666,0
hail to thee keeper and maker of dreams i have not checked to see how the ht party went i slept,0.835,0.855,0.711,0.803,0.535,0.768,0.868,21,0.0,0.0,0
when both people in a relationship have mental health problems and process differently emoji persevering face emoji persevering face,0.698,0.738,0.813,0.729,0.669,0.711,0.729,19,-0.05,0.4,0
my psychology teacher assigned an essay about depression in teens and am about to go off,0.655,0.882,0.842,0.752,0.688,0.649,0.827,16,0.0,0.0,0
remember when your mom said eating all that junk food was going to make you sick well she was not wrong anxiety depression mental disorders are really gut disorders,0.666,0.796,0.808,0.808,0.692,0.592,0.601,29,-0.09107142857142857,0.5392857142857143,0
so we are fund raising to give a final cure to his depression,0.739,0.905,0.805,0.854,0.808,0.805,0.701,13,0.0,1.0,0
how to deal with stress and anxiety infographic from anxiety and depression association of america,0.768,0.675,0.801,0.81,0.563,0.736,0.702,15,0.0,0.0,0
deff over cigs,0.996,0.897,0.874,0.893,0.969,0.716,0.774,3,0.0,0.0,0
is drinking barq s and getting ready to eat some pizza and hanging out with brian i like this weekend,0.879,0.93,0.871,1,0.879,0.791,0.891,20,0.2,0.5,0
hey nice layout,0.817,0.796,0.852,0.927,0.856,0.512,0.66,3,0.6,1.0,0
btw im totally tweeting every bit of this so if you dont like a7x you can go suck a fat pne y,0.589,0.809,0.698,0.725,0.638,0.704,0.721,22,0.0,0.75,0
hey nic have fun in indonesia bet you you will have an unforgettable time traffic is kinda nuts there see you in 4 days,0.852,0.911,0.913,0.85,0.868,0.777,0.83,24,0.55,0.6,0
depression and sore throat halaloya,0.619,0.547,0.543,0.55,0.47,0.571,0.777,5,0.0,0.0,0
dani my babe i did not draw during 2013 2016 cos of depression drawing should be fun and enjoyable not a burden,0.571,0.747,0.778,0.715,0.68,0.668,0.702,22,0.4,0.4,0
am going to swim again be right back,0.944,0.946,0.695,0.807,0.894,0.726,0.638,8,0.14285714285714285,0.26785714285714285,0
thanks just a little worn out sounds worse than it is hope all is well on your va cay,0.555,0.554,0.61,0.551,0.616,0.637,0.653,19,-0.12916666666666668,0.4333333333333333,0
me what is wrong my girl looks up at me with look of depression and stress on her face me same babe same,0.464,0.601,0.689,0.621,0.467,0.414,0.748,23,-0.16666666666666666,0.3833333333333333,0
cross the line if you are sick of people faking anxiety ocd and depression suicidal thoughts or actions for attention,0.564,0.632,0.587,0.666,0.451,0.583,0.669,20,-0.35714285714285715,0.42857142857142855,0
at least she is nice looking better than martha would have liked to see it be sally sparrow tho,0.611,0.639,0.718,0.784,0.744,0.712,0.59,19,0.35,0.675,0
just got in from clubbin and am feeling way too awake i wanna go another round dammit,0.876,0.973,0.756,0.728,0.787,0.61,0.788,17,-0.2,0.4,0
last day of schooooool,0.761,0.643,0.744,0.692,0.802,0.76,0.777,4,0.0,0.06666666666666667,0
real answers from a man who is come through the darkness of major,0.683,0.769,0.89,0.807,0.772,0.773,0.79,13,0.13125,0.4,0
har varit p hannah montana the movie cool,0.833,0.894,0.841,0.913,0.898,0.819,0.785,8,0.35,0.65,0
depression from past me for making baked goods,0.606,0.65,0.637,0.595,0.551,0.613,0.811,8,-0.25,0.25,0
feel so empty worthless failure hopeless unwanted a joke fuck up embarrassment,0.467,0.417,0.509,0.347,0.529,0.474,0.809,12,-0.4041666666666667,0.575,0
jodie bahahaha anyting twi my kinda p0rn when all of those vids and pics cam out yesterday bells rung and angles sung hehehe,0.835,0.939,0.824,0.727,0.872,0.734,0.721,23,0.0,0.0,0
yeah i am proud u went to class im proud i didnt fall asleep once,0.779,0.861,0.636,0.839,0.691,0.687,0.69,15,0.8,1.0,0
being outside can improve memory fight depression and lower blood pressure here are 12 science backed reasons to spend more time outdoors,0.81,0.837,0.836,0.839,0.78,0.874,0.629,22,0.25,0.275,0
am heavy into computers i want to start with computer programming and go wherever the wind blows me,0.84,0.966,0.869,0.754,0.79,0.782,0.772,18,-0.2,0.5,0
it is okay i just wish people took things like depression more seriously,0.542,0.658,0.713,0.741,0.503,0.591,0.534,13,0.22222222222222224,0.5555555555555555,0
haha i went red with mine and love it,0.705,0.779,0.595,0.72,0.704,0.597,0.578,9,0.2333333333333333,0.3,0
drinking iced coffee and eating fries w big mad sauce ha,0.85,0.89,0.829,0.912,0.856,0.826,0.887,11,-0.3125,0.55,0
depression,0.411,0.439,0.49,0.396,0.391,0.554,0.851,1,0.0,0.0,0
as someone who has anxiety and depression i can tell you now i do not need a seat,0.624,0.604,0.715,0.55,0.71,0.774,0.625,18,0.0,0.0,0
am out and about today sowwy,0.638,0.47,0.536,0.525,0.715,0.7,0.666,6,0.0,0.0,0
j cole talks depression married life new rappers in rare interview,0.792,0.903,0.878,0.945,0.894,0.825,0.838,11,0.22878787878787876,0.5348484848484848,0
marks amp spencer cupcakes yum,0.953,0.876,0.921,0.958,0.958,0.901,0.805,5,0.0,0.0,0
im in such a good mood right now guys,0.814,0.696,0.765,0.872,0.832,0.633,0.738,9,0.32857142857142857,0.5452380952380952,0
is loving how sunny it is even if in work it is still nice to look at,0.844,0.769,0.793,0.924,0.861,0.713,0.717,17,0.6,0.975,0
i got you me at six s new song,0.998,1,0.741,0.889,0.96,0.641,0.779,9,0.13636363636363635,0.45454545454545453,0
i just read your excerpt and i really can not wait for your book to come out it is amazing am joining the email list,0.853,1,0.794,0.901,0.9,0.719,0.783,25,0.4,0.55,0
r roberts i look forward to seeing and sharing,0.794,0.804,0.787,0.884,0.788,0.585,0.668,9,0.0,0.0,0
happy birthday to my sweet boyfy turnin 22 years young,0.899,0.824,0.88,0.986,0.932,0.756,0.921,10,0.4166666666666667,0.6833333333333332,0
nice picture of you and your hubby,0.86,0.821,0.85,0.982,0.883,0.584,0.768,7,0.6,1.0,0
lol sure for 70 haha gt paypal only,0.884,0.817,0.906,0.8,0.957,0.883,0.875,8,0.375,0.7222222222222222,0
hello kristen love your work,0.791,0.726,0.614,0.844,0.799,0.635,0.592,5,0.5,0.6,0
thanks guys i now have a whole 8 followers lol u r so sweet what did you think of long island vacationed there once amp loved it,0.805,0.911,0.761,0.947,0.815,0.757,0.827,27,0.3666666666666667,0.525,0
and here s my picture with ray i look really bad lmao,0.577,0.583,0.67,0.59,0.581,0.534,0.805,12,-0.04999999999999993,0.8333333333333333,0
pattie going thru my pix you are in a lot lol i always crop them before posting,0.898,1,0.856,0.732,0.89,0.678,0.738,17,0.8,0.7,0
pebbles was afraid of the thunder and lightning this morning we aint had that for years wow new picture s coming soon,0.669,0.767,0.621,0.696,0.558,0.589,0.727,22,-0.12121212121212122,0.7848484848484848,0
check out 2007 handwritten personal used diary journal sex love depression mental i,0.831,0.925,0.892,0.884,0.901,0.831,0.815,13,0.13333333333333333,0.36666666666666664,0
i always am,0.818,0.736,0.207,0.641,0.877,0.424,0.233,3,0.0,0.0,0
shopping,0.914,0.917,0.915,0.907,0.984,0.812,0.769,1,0.0,0.0,0
the night is so alive and so am i feelings you know,0.814,0.799,0.67,0.797,0.689,0.55,0.644,12,0.1,0.4,0
annnnnd i am up,0.93,0.854,0.643,0.777,0.841,0.449,0.54,4,0.0,0.0,0
me i have good friends school is going well and am feeling really good depression,0.653,0.699,0.691,0.776,0.588,0.597,0.771,15,0.7,0.6000000000000001,0
returning to london consulate to vote against the media dictator then home beautiful day today,0.849,1,0.906,0.834,0.837,0.863,0.905,15,0.85,1.0,0
i cannot believe my mum s friend does not know who muse is o gt lt is nice to talk to her bout gigs,0.642,0.871,0.739,0.846,0.709,0.731,0.865,24,0.6,1.0,0
go for it if it improves quality of life on your end then its a great positive for others who know you,0.729,0.739,0.686,0.922,0.724,0.683,0.566,22,0.5136363636363637,0.6477272727272727,0
could one puff of cannabis ease depression,0.742,0.8,0.801,0.892,0.81,0.911,0.874,7,0.0,0.0,0
saw jimmy carr last night and was back home for 8 out of 10 cats on 1 had myself a night of laughs,0.807,0.94,0.654,0.817,0.876,0.809,0.881,23,0.0,0.03333333333333333,0
loves a follow friday,0.854,0.917,0.64,0.785,0.701,0.557,0.547,4,0.0,0.0,0
tea is good i enjoy tea,0.823,0.774,0.798,0.959,0.886,0.735,0.704,6,0.55,0.55,0
honestly give me the fattest doobie cos my depression and anxiety are in bits xx,0.708,0.67,0.685,0.706,0.699,0.613,0.899,15,0.6,0.9,0
that is the spirit,0.903,0.847,0.792,0.851,0.944,0.68,0.612,4,0.0,0.0,0
thinks that kellan lutz is hot when he smokes,0.84,0.788,0.786,0.959,0.914,0.887,0.898,9,0.25,0.8500000000000001,0
if susan boyle wins i will be like grrrr annoyed p she is okay but she does not have as much talent as the dancers xx,0.557,0.689,0.587,0.727,0.663,0.637,0.692,26,-0.020000000000000007,0.5,0
mactastic snuggles poor baby at least you got out for a bit that is something now stay in bed and snuggle w animals,0.814,0.882,0.838,0.865,0.553,0.817,0.77,23,-0.35,0.5,0
will have to email it to ya sometime it is delish,0.83,0.954,0.719,0.815,0.86,0.803,0.571,11,0.0,0.0,0
new to twitter world thinking ob how to best use it,0.911,0.87,0.834,0.854,0.827,0.849,0.698,11,0.5681818181818181,0.37727272727272726,0
time to get a few things done while kiddies arestill asleep take care one and all hugs filled with love x o,0.792,0.726,0.745,0.841,0.714,0.754,0.673,22,0.2333333333333333,0.5333333333333333,0
it is important to not identify with your illness you may have but you are not depression seeing a qualified counsellor is key,0.487,0.689,0.729,0.704,0.558,0.733,0.349,23,0.2,1.0,0
i am totally digging the new android update for the g1 it is about time i get it all 2 months later n shit,0.881,0.936,0.806,0.903,0.93,0.842,0.68,24,-0.015909090909090914,0.5011363636363637,0
just downloaded a podcast the bus stop,0.866,0.862,0.961,0.925,0.888,0.883,0.808,7,0.0,0.0,0
the asian guy on take the lead looks like george nozuka,0.879,0.846,0.994,1,0.967,0.914,0.827,11,0.0,0.0,0
what a strange existence you have created where you have suffered depression and also antagonize people who still feel it literally zero empathy here,0.421,0.548,0.612,0.598,0.427,0.463,0.72,24,-0.05,0.15,0
u just made my day i need something to read in the garden thank you my first bones fanfiction,0.889,0.782,0.87,0.927,0.906,0.727,0.689,19,0.25,0.3333333333333333,0
watching the steam trains go back and forth in ravenglass sunny,0.942,0.984,0.865,0.977,0.948,0.815,0.999,11,0.0,0.0,0
boston in june i can not wait a whole week,1,1,0.788,0.951,1,0.842,0.841,10,0.2,0.4,0
only if they are sad human beings i admire in others what i lack myself and try to emulate them or get them on team,0.435,0.589,0.56,0.69,0.436,0.475,0.595,25,-0.16666666666666666,0.7000000000000001,0
really good for you now you have to build it first do not ya am sure quot what to paint quot will be easy for you,0.824,0.935,0.856,0.877,0.863,0.69,0.74,26,0.4708333333333333,0.6638888888888889,0
would buy it,0.748,0.878,0.722,0.855,0.863,0.511,0.637,3,0.0,0.0,0
we did not get home though until nearly midnight so i went straight to bed,0.841,0.972,0.735,0.74,0.599,0.516,0.854,15,0.15000000000000002,0.4,0
mm that cake was yummy,0.847,0.688,0.678,0.949,0.85,0.72,0.768,5,0.0,0.0,0
dear if i you will you explode okie dokie good night,0.744,0.802,0.621,0.738,0.789,0.708,0.759,11,0.7,0.6000000000000001,0
it has been a long time coming horses have not raced for 2 years coming into their peak so hopefully will win some races,0.806,0.9,0.773,0.827,0.782,0.703,0.865,24,0.375,0.4,0
nooooooo just pluck them out no one will know,0.693,0.753,0.645,0.677,0.792,0.795,0.607,9,0.0,0.0,0
who wants to see me sing created for stand up when i present crash the musical a multi media number set in the great depression right after the stock market crash of 1929 it is depression tastic,0.804,0.907,0.684,0.809,0.751,0.712,0.944,37,0.2571428571428571,0.27714285714285714,0
