tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
i mean probably he was way more depressed than bom but depression is depression and you do not know how it evolves with the time i want her happiness i do not want to lose her cuz of a fucking disorder and if that is a treatable thing bitch let her cure herself w these pills,0.57,0.741,0.716,0.8,0.61,0.582,0.705,56,0.071875,0.546875,0
great gatsby setting as a prequel to the great depression,0.757,0.742,0.92,0.866,0.835,0.804,0.806,10,0.8,0.75,0
poor recognition of and is associated with reduced quality of life and survival,0.512,0.472,0.529,0.465,0.469,0.588,0.737,13,-0.4,0.6,0
i need to update my gem chat blog to fight my creeping depression,0.688,0.856,0.804,0.782,0.733,0.714,0.737,13,0.0,0.0,0
exercising for 20 minutes a day cuts risk of developing depression by one third via,0.826,0.877,0.862,0.936,0.923,0.896,0.893,15,0.0,0.0,0
depression is no joke,0.662,0.643,0.821,0.715,0.743,0.759,0.683,4,0.0,0.0,0
when there is no time for depression cheers to another 3d 3n of books food coffees and sleepless nights emoji female teacher light skin tone emoji books will be back on tuesday things are just getting worse emoji pensive face,0.608,0.842,0.776,0.797,0.656,0.643,0.805,40,0.0,0.36666666666666664,0
is depression exactly i have never heard someone explain it that way but that is exactly how i explain it to my husband it is sad there are not more mainstream books for the real person with real problems depression is not playing the victim which sometimes people and things explain it to be,0.564,0.82,0.773,0.791,0.607,0.515,0.701,54,0.010714285714285716,0.3785714285714285,0
mokake u didnt say anything about depression or suicide,0.702,0.632,0.716,0.581,0.738,0.714,0.695,9,0.0,0.0,0
i measure my depression by the amount of my ex s tshirts im able to wear in one week,0.8,0.875,0.857,0.832,0.778,0.773,0.884,19,0.5,0.625,0
affects up to 20 and 10 of patients with compared with figures of 5 and 7 for past year prevalence in the general population,0.922,0.887,0.742,0.832,0.832,0.831,0.875,24,-0.09999999999999999,0.375,0
i wrote about expat depression on my blog started as one post it got more hits than anything else i had written about so i wrote a whole series which ended up with me getting a commission from wsj for an article about the subject,0.736,0.911,0.751,0.793,0.717,0.726,0.849,45,0.17777777777777778,0.41111111111111115,0
actually we will be lucky if it is not great depression 2,0.646,0.778,0.783,0.78,0.734,0.763,0.7,12,-0.022222222222222237,0.5611111111111111,0
inflammation contributes to disease pathogenesis in peripheral neuropathic pain fibromyalgia central nervous systems alzheimer parkinsons multiple sclerosis motor neuron disease ischemia traumatic brain injury depression,0.762,0.793,0.824,0.803,0.695,0.737,0.825,25,0.0,0.125,0
more than 1 in 20 us children and teens have or,1,0.786,0.837,0.908,0.942,0.803,0.865,11,0.5,0.5,0
5th wave x all the bright placesin climate change ravaged america beth is the lone survivor of a plague as she walks to the grand canyon with a stranger by her side she must learn to forgive herself for surviving or lose her trust in life to depression,0.726,0.792,0.65,0.727,0.702,0.655,0.848,48,0.6000000000000001,0.8999999999999999,0
depression is not a joke sweetie have been in depression until now i cry for no reason i laugh for no reason there a time i hurt myself i hit my head at the wall or slap my face its hurt but my heart is hurt even more,0.491,0.632,0.524,0.647,0.504,0.508,0.605,48,0.4,0.3,0
tonight is the night where it is all depression naps but no energy recovered folks,0.55,0.737,0.608,0.616,0.573,0.581,0.862,15,0.0,0.0,0
depression recovery is a long process with ups downs but i just said the failure i regret most in my life is never having managed to grow a pineapple plant from a pineapple top genuinely meant it so that has to be encouraging,0.675,0.768,0.697,0.731,0.569,0.648,0.66,43,0.20666666666666664,0.44000000000000006,0
have recently come off my medication for depression anxiety and i know am going to regret that tomorrow,0.609,0.689,0.531,0.502,0.505,0.586,0.579,18,0.0,0.25,0
together we can fight i suffer with depression and am constantly reminded that am not good enough continue to be strong we are here for you,0.553,0.684,0.617,0.59,0.513,0.533,0.608,26,0.02083333333333333,0.5416666666666666,0
bts saved me from committing suicide i hv never told anyone abt dis but today i want to share i knw giving up is not the only choice but during severe depression u can not think of something else i m learning from them i m working hard nd i m better now thanks to bts emoji heavy red heart,0.627,0.913,0.798,0.781,0.674,0.693,0.624,60,0.03472222222222222,0.45694444444444443,0
i accidentally made my mc depressed because she thought and behaved in the only way i could imagine based on her situation i decided to run with it because it is rare to see sff protagonists with chronic depression,0.49,0.669,0.538,0.686,0.457,0.562,0.68,39,0.15,0.95,0
i have severe depression,0.546,0.55,0.616,0.526,0.429,0.48,0.749,4,0.0,0.0,0
depression is real,0.61,0.562,0.645,0.568,0.478,0.519,0.763,3,0.2,0.30000000000000004,0
how exercising can slash the risk of depression,0.686,0.808,0.812,0.812,0.762,0.767,0.693,8,0.0,0.0,0
let the depression hours continue oh my god,0.68,0.753,0.739,0.675,0.618,0.677,0.744,8,0.0,0.0,0
my depression anxiety and loneliness fighting over who is gonna take over me next,0.545,0.745,0.548,0.635,0.39,0.627,0.657,14,0.0,0.0,0
once i stop being a fucking idiot learn to deal w my anxiety depression adhd get a dog put myself out there publish my art get rich get my degree start designing my own clothes get a nose job gain 20 more lbs at the gym and love myself its over for you bitches,0.774,0.95,0.777,0.84,0.69,0.667,0.789,54,0.23499999999999996,0.73,0
a lot of my album concerns my anxiety and depression how i deal with it how i feel about it,0.592,0.661,0.703,0.62,0.44,0.57,0.626,20,0.0,0.0,0
there is no drug for intellectual depression okay maybe there is,0.613,0.612,0.798,0.509,0.821,0.701,0.658,11,0.4,0.45,0
my anxiety and depression is soooooo fucking bad lately please dm me some ways to not be a sad piece of shit all the time please and thanks,0.505,0.525,0.563,0.636,0.398,0.493,0.624,28,-0.29999999999999993,0.6533333333333333,0
and just when it was the most painful when i had sunk so deep into my depression that i could sink no further,0.531,0.632,0.57,0.53,0.394,0.472,0.68,23,-0.04999999999999999,0.575,0
had a nice enough start to my day and then bam my depression has decided it is time for a reminder of how little i am worth and why i should just give up emoji pensive face,0.428,0.62,0.59,0.515,0.488,0.507,0.602,37,0.17812499999999998,0.525,0
the depression is real emoji loudly crying face emoji loudly crying face emoji loudly crying face,0.561,0.583,0.678,0.625,0.446,0.5,0.668,16,-0.1,0.525,0
depression is real,0.61,0.562,0.645,0.568,0.478,0.519,0.763,3,0.2,0.30000000000000004,0
symptoms of premenstrual syndromethe symptoms that we associate with pms vary but include tension irritability depression more emoji down pointing backhand index emoji down pointing backhand index,0.669,0.643,0.727,0.641,0.551,0.658,0.601,27,0.06296296296296296,0.35925925925925933,0
depression sucks,0.487,0.478,0.561,0.456,0.375,0.456,0.798,2,-0.3,0.3,0
you won it by 21 points it was won by 5 yesterday see you in november and why are you so silent on the stock market tanking historically low under trump worst since depression so silent,0.783,0.777,0.792,0.747,0.74,0.711,0.915,36,-0.25,0.375,0
if behavioural activation is too much to think about then you can always try some high quality duvet day with just a little thought and structure can be a wonderfully restorative and self compassionate way of dealing with low mood,0.664,0.743,0.755,0.838,0.74,0.808,0.568,40,0.2345,0.508,0
me i can handle post grad depression am already depressed me the literal first day after my last final,0.66,0.762,0.711,0.635,0.593,0.566,0.766,19,0.08333333333333333,0.4666666666666666,0
or maybe because she studied about depression i dunno now that both me and my brother has it and also we have sinus are we twins lol tapi financial belum sama lagi emoji face with tears of joy,0.735,0.86,0.692,0.842,0.667,0.584,0.8,38,0.5333333333333333,0.3,0
just had treacle sponge emoji smiling face with heart shaped eyes emoji smiling face with heart shaped eyes emoji smiling face with heart shaped eyes the depression is cancelled,0.698,0.726,0.791,0.713,0.796,0.776,0.766,29,0.0,0.0,0
she took depression to times no offence but she stretching it,0.606,0.716,0.796,0.79,0.739,0.772,0.599,11,0.0,0.0,0
but also she has problems with depression and anxiety very serious and all this things made she is gone losing her temper and she is had a long time without training i know that she really loves training taekwondo so much and does very well for her mental health,0.509,0.639,0.651,0.698,0.491,0.551,0.716,49,0.002777777777777782,0.3611111111111111,0
every video yousned me somehow gives me depression,0.496,0.587,0.623,0.519,0.46,0.437,0.796,8,0.0,0.0,0
depression and obsession does not mix well,0.532,0.57,0.581,0.628,0.526,0.629,0.7,7,0.0,0.0,0
if gop maintain control of both the house the senate in this upcoming 2018 election then the left will move on from bargaining to depression trump needs to do everything he can to make this happen such as getting jordan to become next speaker before then,0.9,0.994,0.835,0.86,0.757,0.812,0.778,46,0.0,0.16666666666666666,0
the foreign resort suburban depression listen live now on,0.673,0.722,0.834,0.764,0.787,0.694,0.735,9,0.0037878787878787845,0.20833333333333334,0
that is the thing about depression a human being can survive almost anything as long as she sees the,0.603,0.711,0.72,0.748,0.754,0.666,0.727,19,-0.025,0.25,0
how does depression and anxiety differ in people with cancer clinical update offers guidance on how clinicians might alter their practice to explore psychiatric symptoms in cancer patients,0.69,0.881,0.831,0.83,0.745,0.76,0.835,28,0.1,0.0,0
when what you are doing and who you are being has no meaning you will avoid letting go succeeding and breaking through when what you do is meaningless depression and anxiety are a way of life when you have,0.516,0.636,0.561,0.669,0.532,0.661,0.647,39,-0.5,1.0,0
the naked truth about depression,0.614,0.563,0.692,0.54,0.613,0.586,0.784,5,0.0,0.4,0
we support those with depression by donating 50 of our profits to re tweet 3,0.878,0.969,0.872,0.971,0.926,0.855,0.943,15,0.0,0.0,0
this is what it is like to live with high functioning depression,0.736,0.649,0.78,0.725,0.622,0.619,0.733,12,0.1481818181818182,0.52,0
get your zzz s association of mildly insufficient sleep with symptoms of anxiety and depression,0.621,0.647,0.749,0.794,0.608,0.77,0.8,15,0.3333333333333333,0.5,0
guys today is just another day battling mental health anxiety depression ptsd listening to your album that i had forgotten about has made my day anti d came on and it is helped me so much emoji heavy red heart emoji heavy red heart emoji heavy red heart emoji victory hand medium skin tone emoji heavy red heart,0.717,0.834,0.785,0.777,0.66,0.67,0.66,58,-0.06999999999999999,0.24,0
lmaooo i had another bookstore dream and this time my brain imagined a teeth related display including a teeth of the great depression photo book even stranger it was a spin off of peter jennings coffee table book the century,0.873,0.99,0.889,0.914,0.879,0.846,0.75,40,0.4,0.575,0
i feel like ever since trump got elected my depression has been on 1000 emoji upside down face,0.733,0.734,0.785,0.625,0.585,0.627,0.86,18,-0.15555555555555559,0.2888888888888889,0
it had only been like 2 weeks when you wrote this emoji face with tears of joy post concert depression am i right emoji loudly crying face,0.7,0.815,0.769,0.76,0.649,0.675,0.879,27,0.22142857142857147,0.5839285714285715,0
yoga meditation running gym healthy eating mindfulness hula hooping dancing self care enough sleep arts crafts puzzles colouring books affirmations via,0.799,0.986,0.805,0.966,0.885,0.837,0.786,21,0.25,0.5,0
my grandparents who were married 50 years and made it through raising 6 kids on a shoestring are unimpressed as are my great grandparents who did the same during the depression,0.763,0.836,0.826,0.805,0.75,0.636,0.887,31,0.35000000000000003,0.375,0
well another dayoff another stream no warframe today frostpunk chill music and relaxed depression stream starts at 16 00 4 utc see ya at,0.912,0.876,0.879,0.883,0.94,0.836,0.767,24,0.0,0.0,0
am just on lowkey badfeels have been diagnosed with mild depression but it is been taking nasty dips lately but yeah doctor warned me about this said if it gets too much i can drop it,0.584,0.741,0.698,0.684,0.568,0.552,0.697,36,-0.1916666666666667,0.5750000000000001,0
can contraceptives cause depression,0.775,0.815,0.823,0.921,0.791,0.825,0.883,4,0.0,0.0,0
sip works in flat volatile bullish bearish booms bubbles depression contraction expansion it also works when is hawkish dovish or neutral it works if or any government is in power make sip a habit,0.751,0.78,0.786,0.848,0.774,0.836,0.717,34,-0.025,0.125,0
screen all teens for depression,0.776,0.808,0.792,0.761,0.702,0.706,0.815,5,0.0,0.0,0
depression the best advice offered was keep taken the tablets and another illness i got to go with the rest is i have sleep apnea which if you do not know is where you basically die a few times during the night but do not worry it is very common all that happens is your,0.692,0.836,0.711,0.815,0.698,0.7,0.748,55,0.1366666666666667,0.35000000000000003,0
very interesting to hear about the use of pk11195 marker for inflammation and link with depression where can we read more about this,0.748,0.839,0.856,0.871,0.661,0.775,0.825,23,0.575,0.575,0
here s what i know so far this is what depression does to you instead of keeping on top of things you just pull the sheets over your head and feck the worldhad the ultra sound done on my leg they are happy with that no circulation problems however i have an infection on my,0.626,0.809,0.715,0.805,0.605,0.645,0.718,55,0.45,0.725,0
i know plenty of people with social anxiety depression etc and none of them would dream of taking it out on others or blaming others,0.611,0.746,0.688,0.566,0.575,0.688,0.677,25,0.03333333333333333,0.06666666666666667,0
but also she has problems with depression and anxiety very serious and all this things made she is gone losing her temper and she is had a long time without training i know that she really loves training taekwondo so much and does very well for her mental health,0.509,0.639,0.651,0.698,0.491,0.551,0.716,49,0.002777777777777782,0.3611111111111111,0
when your body gets the right fuel watch what it does do you know anyone that has any these situations high blood pressure diabetes arthritis and depression ms cancer stiff joints or sluggish over all apathy watch this,0.726,0.867,0.687,0.799,0.693,0.703,0.909,38,0.07714285714285715,0.5252380952380952,0
hah it is a whole depression day am gonna go cry my eyes out in a tiny bathroom cubicle see you later sisters,0.538,0.644,0.601,0.513,0.414,0.386,0.832,23,0.06666666666666667,0.3,0
inform yourself abt her drug scandal before u start talkin shit abt her if you all wanna raise awareness about depression in kpop then do it right and do not be fcking hypocrites show your support for park bom,0.704,0.862,0.862,0.831,0.765,0.75,0.676,39,0.042857142857142844,0.6678571428571429,0
you can not just pray your depression or relationship problems away lol are u stupid,0.51,0.635,0.558,0.674,0.545,0.599,0.648,15,5.551115123125783e-17,0.85,0
t this gives me depression,0.377,0.431,0.494,0.385,0.33,0.408,0.725,5,0.0,0.0,0
do me a favour and just accept me for who i am stop trying to fix me like am some extreme make over barbie doll kids play with nobody s perfect am happy the way i am right now suffering depression is bad enough as it is as well as suffered heavy menstrual vaginal bleeding,0.543,0.737,0.665,0.731,0.556,0.512,0.775,55,0.15153061224489803,0.7431972789115646,0
emoji sunflower intimidating but madaldal emoji cat face with tears of joy emoji yellow heart 7 mga ganon emoji rolling on the floor laughing emoji honey pot do not let depression get into u and always look at the brighter side of life emoji smiling face with smiling eyes stay strong with eya emoji two hearts tca and gbu emoji call me hand medium light skin tone,0.73,0.851,0.755,0.91,0.77,0.825,0.72,67,0.4083333333333333,0.4083333333333333,0
a meta analysis of 23 peerrun programmes for depression found significant reductions in depressive symptoms andperformed as well as professional led interventions andsignificantly better than no treatment conditions bryan arkowitz 2015,0.683,0.805,0.847,0.809,0.744,0.759,0.797,31,0.325,0.4916666666666667,0
to be blunt it is a tokin puff piece drops mic blows out of the joint emoji right pointing backhand index light skin tone could one puff of cannabis ease depression via,0.791,0.85,0.894,0.942,0.869,0.898,0.819,32,0.34285714285714286,0.6178571428571429,0
substitute that pit of emptiness for something you really like to do do not self medicate because you will only dive deeper into depression meditate,0.554,0.762,0.715,0.646,0.619,0.636,0.688,25,0.1,0.6,0
treat work related depression at the kalm centre today the mental health of employees is imperative to the success of any organization sadly mental health of employees is often overlooked in the corporate world,0.626,0.727,0.782,0.79,0.552,0.624,0.751,34,0.019999999999999997,0.16,0
my depression has depression,0.465,0.598,0.649,0.556,0.503,0.542,0.769,4,0.0,0.0,0
pyrocynical comment section gives me actual depression,0.47,0.602,0.685,0.505,0.449,0.495,0.83,7,0.0,0.1,0
depression is come up dude i legit have suicide thoughts now emoji slightly smiling face,0.575,0.703,0.636,0.698,0.584,0.661,0.688,15,-0.16666666666666666,0.16666666666666666,0
wow you just have a sample of depression that is all emoji face with tears of joy,0.682,0.687,0.61,0.704,0.622,0.619,0.784,17,0.45,0.6,0
well i watched the episode so am gonna go now and go deeper into my depression,0.591,0.773,0.676,0.644,0.614,0.59,0.544,16,0.0,0.0,0
pumping halsey and kehlani on the drive home cause post tour depression is hitting hard,0.872,0.904,0.885,0.932,0.816,0.73,0.85,15,-0.2916666666666667,0.5416666666666666,0
wow we love depression,0.67,0.668,0.681,0.684,0.6,0.584,0.782,4,0.3,0.8,0
heavy facebook use has been known to cause anxiety depression narcissism sleeping problems and even stomach aches,0.75,0.728,0.74,0.758,0.574,0.654,0.859,17,-0.2,0.5,0
more than 1 in 20 us children and teens have anxiety or depression,0.876,0.658,0.731,0.798,0.743,0.865,0.779,13,0.5,0.5,0
something was posted through the door and am so offended by it i was going to post a pic of it but i do not want to give it anymore publicity it is supposedly a religious leaflet offering help to clean your home of dirts one being depression dirts wtf,0.52,0.79,0.692,0.691,0.483,0.524,0.65,50,-0.04444444444444443,0.65,0
depression is tough to deal with its not like you can easily snap out of it that shit is hard af,0.567,0.616,0.623,0.641,0.484,0.602,0.572,21,-0.11180555555555556,0.7520833333333333,0
learning how to forgive myself for the stagnancy that was produced from my depression,0.482,0.655,0.642,0.628,0.443,0.519,0.598,14,0.0,0.0,0
my depression and anxiety vlog via,0.725,0.65,0.732,0.699,0.569,0.6,0.739,6,0.0,0.0,0
anxiety told meto keep moving but my mindwill not stopworrying weeping losing my breath i could not think straight depressioncrept in am disinterestedto live confusedand tiredlike the restless skythat keepschanging clouds day and night,0.575,0.621,0.654,0.538,0.467,0.596,0.519,34,0.16818181818181818,0.45,0
there are times depression will hit you out of nowhere even you are enjoying your day,0.579,0.584,0.601,0.617,0.576,0.618,0.666,16,0.5,0.6,0
depression is a serious condition i am diagnosed with anxiety and depression but i do not let it define me whatever negative energy i feel i put on paper art is my therapy and not even depression can take that from me emoji heavy red heart emoji glowing star,0.558,0.693,0.646,0.639,0.568,0.589,0.708,49,-0.20833333333333331,0.39166666666666666,0
depression can be very lonely and isolating try helpful advice for knowing when and how to reach out for support,0.601,0.646,0.645,0.677,0.527,0.597,0.715,20,-0.12999999999999998,0.9099999999999999,0
hi i just finished infinity war and i purposely did not wear makeup but uhm depression calling my name,0.55,0.744,0.686,0.648,0.54,0.565,0.719,19,0.0,0.0,0
nowplaying job 6 1 30 andquot a biblical response to depression andquot pastor joe marquez 06 45,0.632,0.768,0.766,0.726,0.695,0.751,0.759,17,0.0,0.0,0
exercise can prevent depression no matter your age or gender,0.8,0.792,0.753,0.862,0.861,0.744,0.619,10,0.0,0.0,0
major signs of depression seriously i hope you are seeking help,0.639,0.671,0.634,0.647,0.515,0.557,0.644,11,-0.13541666666666666,0.5833333333333333,0
have lost out on everything said mr mcintyre who at 64 is a member of the windrush generation in the uk he lost his job and the right to benefits he became homeless sleeping on a mattress in a cold warehouse and he fell into a deep depression,0.632,0.664,0.602,0.484,0.447,0.546,0.847,48,-0.10476190476190476,0.6452380952380952,0
icymi researchers have linked a sense of purpose to lower levels of adolescent depression less,0.584,0.728,0.826,0.757,0.716,0.76,0.704,15,-0.16666666666666666,0.06666666666666667,0
there is hope deepika padukone on depression at time 100 gala,0.742,0.788,0.883,0.835,0.866,0.822,0.711,11,0.0,0.0,0
where are those knetz who say something about not downplaying mental health because it is a serious thing esp to celebs bom has prescription she has depression protect her you fools,0.582,0.81,0.783,0.789,0.716,0.656,0.654,31,-0.21666666666666667,0.43333333333333335,0
is it self projection if i wrote post kh2 riku slipping into depression like i am and getting comforted by sora or is that way too self indulgent because good god i feel awful right now and for some odd fucking reason sora s the only thing keeping me afloat,0.46,0.659,0.643,0.566,0.516,0.588,0.714,50,-0.11011904761904762,0.5482142857142857,0
genome wide association study of depression phenotypes in uk biobank identifies variants in excitatory synaptic pathways full text 2018 apr 16 nature comm,0.928,0.904,0.954,0.873,0.856,0.881,0.788,23,0.12499999999999999,0.47500000000000003,0
once i figure out how to have a regular sleep schedule its over for my depression emoji call me hand emoji open hands sign emoji pensive face,0.724,0.86,0.753,0.707,0.678,0.78,0.67,27,0.0,0.28846153846153844,0
video ovguide to porn nude celbrities adult comics tube dragon ball porn bulma add and depression in,0.718,0.836,0.768,0.805,0.737,0.795,0.87,17,0.1,0.3,0
i am not stressing bitch am not no depression,0.63,0.656,0.71,0.594,0.708,0.712,0.509,9,0.0,0.0,0
deregulation of banks predatory lenders do not lead us to another great depression for which republicans always seem to do we cannot afford it this time he gave away 4trillion,0.803,0.893,0.875,0.838,0.826,0.726,0.739,30,0.8,0.75,0
what if everything you know about depression was wrong,0.586,0.643,0.622,0.607,0.478,0.548,0.72,9,-0.5,0.9,0
diversity depression dicks deep fried chicken,0.781,0.831,0.85,0.856,0.874,0.86,0.908,6,-0.3,0.675,0
there is correlation between depression and losing your voice or vice versa silenced turns into silence,0.502,0.647,0.556,0.544,0.606,0.586,0.749,16,0.0,0.0,0
everyday presents a new challenge am doing my best to make sure the world knows it is ok to have depression and it is not ok to put other people down emoji link symbol,0.558,0.737,0.634,0.601,0.507,0.586,0.56,34,0.17572601010101008,0.488415404040404,0
defeat and execute a normal life using more information,0.638,0.712,0.63,0.63,0.819,0.751,0.563,9,0.325,0.575,0
nawaz1 emoji astonished face ohhhhhkkkk then y only depression neuron works,0.638,0.703,0.784,0.679,0.701,0.697,0.834,11,0.0,1.0,0
unwin brighton from what i hear i think in some places at least that is starting to change like a lot of health conditions overall lifestyle seems to be key in depression not always but a lot of the time,0.718,0.73,0.751,0.763,0.648,0.736,0.67,40,-0.075,0.375,0
like breathing exercises do not eliminate depression try again you all,0.736,0.786,0.735,0.86,0.785,0.783,0.653,11,0.0,0.0,0
i have the worst post concert depression ever and i blame completely because they are awesome,0.493,0.53,0.503,0.504,0.439,0.333,0.749,16,0.033333333333333326,0.7999999999999999,0
you feel it 3,0.973,0.877,0.801,0.866,0.892,0.611,0.652,4,0.0,0.0,0
dealing with depression is not easy here s a few things you should not say to someone who is suffering,0.477,0.613,0.624,0.718,0.519,0.604,0.545,20,-0.20833333333333334,0.4666666666666667,0
i pray that today you learn to combat the enemy s mental attacks with the promises of god i declare that anyone struggling with depression or anxiety speak the word of god over their lives and that these things be cast out in jesus name there is peace and comfort in his word emoji person with folded hands medium skin tone,0.635,0.857,0.831,0.855,0.758,0.784,0.702,61,-0.1,0.2,0
i wish ppl would talk about depression accurately in the media like what is the point of awareness if u spread false crap,0.639,0.811,0.688,0.719,0.545,0.623,0.776,23,-0.26666666666666666,0.6777777777777777,0
going for a cycle a day helps keep depression at bay,0.718,0.78,0.86,0.865,0.776,0.801,0.724,11,0.0,0.0,0
summer depression comes every year,0.725,0.749,0.84,0.817,0.796,0.649,0.979,5,0.0,0.0,0
worm do not have to engage in capitalism worms do not have depression am gonna amputate my spine so i may become worm kin,0.818,0.939,0.871,0.96,0.818,0.884,0.763,24,0.0,0.0,0
if the great depression is your only good argument then i will fully support this when unemployment reaches 25 and not a moment sooner,0.76,0.846,0.688,0.858,0.82,0.776,0.851,24,0.5,0.7833333333333333,0
like honestly me neither i can not even go up some stairs i get out of breath so much sksksksksk since depression hit me and i gained weight my life going down hill kanskadkckxkdk,0.741,0.7,0.747,0.661,0.694,0.719,0.818,34,0.21481481481481482,0.462962962962963,0
have u ever noticed depression naps are great for like a second that one second when you wake up do not remember but also the next second is nice when you go back to sleep,0.707,0.79,0.797,0.85,0.657,0.799,0.813,35,0.19999999999999998,0.25,0
depression,0.411,0.439,0.49,0.396,0.391,0.554,0.851,1,0.0,0.0,0
so true am reading lost connections by and it is an extraordinary book completely turning around everything would wrongly assumed about loneliness and depression and making me look at our society anew i highly recommend it,0.602,0.718,0.653,0.719,0.597,0.558,0.75,36,0.08866666666666667,0.698,0
park bom treated her depression by intaking prescribed medications by a legit doctor why can not any of you drill the fucking concept into your hard skulls,0.671,0.915,0.988,0.906,0.83,0.761,0.79,27,-0.4458333333333333,0.6708333333333334,0
i can relate to the inertia caused by depression i think have lost 3 months this year due to meds which made me so groggy sleepy all the time that i could not write at all or read add pain to that you get a rabid zombie lol i managed to edit quite a bit this weekend tho,0.7,0.796,0.783,0.723,0.666,0.659,0.826,58,0.3375,0.5375,0
lonely millennials twice as likely to experience depression or anxiety finds study,0.674,0.713,0.729,0.725,0.651,0.69,0.877,12,-0.04999999999999999,0.85,0
suffering from chronic depression,0.599,0.626,0.62,0.618,0.487,0.55,0.792,4,0.0,0.0,0
this just cured my depression,0.675,0.744,0.771,0.811,0.716,0.74,0.626,5,0.0,0.0,0
a big part of depression is feeling really lonely even if you are in a room full of a million people,0.514,0.629,0.552,0.509,0.317,0.535,0.796,21,0.08333333333333333,0.45,0
to understand depression better you have to have been through it luckily i had a strong family support system for that am grateful for my parents gut feelings,0.645,0.714,0.772,0.864,0.697,0.609,0.601,28,0.4222222222222222,0.688888888888889,0
if i had to describe depression in a weather format this day would be a perfect fit,0.692,0.762,0.735,0.724,0.703,0.612,0.761,17,0.7,0.7,0
what is the connection between diabetes and depression by elif nsal avdal in juniper online journal of case studies jojcs,0.829,0.868,0.849,0.881,0.837,0.838,0.866,20,0.0,0.0,0
am out my depression life been goin smooth emoji smiling face with open mouth and cold sweat emoji star struck,0.757,0.756,0.776,0.826,0.818,0.796,0.71,20,-0.06666666666666665,0.6666666666666666,0
heavy use of facebook is linked to stomach aches sleeping problems anxiety depression and narcissism in teens,0.758,0.774,0.788,0.823,0.655,0.709,0.858,17,-0.2,0.5,0
more than 1 in 20 children and teens have or,0.999,0.772,0.816,0.882,0.92,0.795,0.863,10,0.5,0.5,0
we show support to the kids suffering from depression,0.796,0.785,0.872,0.92,0.785,0.763,0.763,9,0.0,0.0,0
depression,0.411,0.439,0.49,0.396,0.391,0.554,0.851,1,0.0,0.0,0
thank you lisa for writing this excellent article and for including links to the iapt site and the bad skinsupport site is acne causing your depression via,0.64,0.744,0.666,0.74,0.581,0.544,0.814,27,0.15000000000000008,0.8333333333333333,0
i take meds the truth about postnatal depression and chronic pain,0.776,0.918,0.83,0.833,0.844,0.752,0.695,11,0.0,0.0,0
quick ways to ease stress depression anxiety,0.766,0.691,0.751,0.823,0.741,0.786,0.585,7,0.3333333333333333,0.5,0
inside the april 23 issue white paper calls attention to quality measurement need for depression care get your copy for more,0.882,1,0.945,1,0.892,0.809,0.814,21,0.25,0.25,0
alkermes s depression drug is back on track after fda misunderstanding via,0.701,0.822,0.822,0.827,0.769,0.799,0.68,12,0.0,0.0,0
marriage does not preclude times of depression loneliness or other emotions endemic to the human condition she wrote going into marriage knowing this gives you a better chance of building a relationship that is close and meaningful,0.719,0.851,0.626,0.913,0.793,0.756,0.645,37,0.21875,0.36875,0
i always felt that evangelion was about depression and the struggle to accept yourself,0.577,0.66,0.598,0.571,0.553,0.576,0.777,14,0.0,0.0,0
to others that is been 18 months of counselling so far and a direct result of that still embryonic discovery have started to properly deal with the depression and anxiety which has blighted my life and relationships for twenty five years it is hard work but will be worth it,0.645,0.754,0.707,0.771,0.615,0.696,0.643,50,0.041666666666666664,0.42833333333333334,0
how do i get rid of depression,0.646,0.817,0.705,0.815,0.793,0.806,0.597,7,0.0,0.0,0
manage your stress research shows that stress anxiety and depression lead to premature aging wrinkles and even hair loss,0.72,0.74,0.737,0.636,0.67,0.632,0.657,19,0.0,0.0,0
i have depression too and i start counseling next month all i want is to be happy again,0.561,0.853,0.718,0.745,0.615,0.665,0.744,18,0.4,0.5,0
physical activity and incident depression a meta analysis of prospective cohort studies american journal of psychiatry vol 0 no 0,0.761,0.874,0.948,0.903,0.849,0.842,0.902,20,0.0,0.07142857142857142,0
again it is overcoming the inertia created by depression to actually do the edits sent it to proof readers etc and have been noodling along with sequels to both square peg and strangers pilgrims but am feeling so ill lately it makes creative thinking both hard agony,0.56,0.698,0.651,0.679,0.524,0.59,0.644,47,-0.11833333333333336,0.6483333333333333,0
yo it has been weeks since regions and post pmea depression is drawing me to this account,0.789,0.892,0.866,0.75,0.723,0.631,0.84,17,0.0,0.0,0
the hoggster is in depression,0.575,0.61,0.722,0.554,0.493,0.674,0.871,5,0.0,0.0,0
yes and better still he is tackling his depression with lot of exercise and talking therapy am more happy about this flo x,0.699,0.866,0.813,0.9,0.71,0.837,0.742,23,0.6,0.6666666666666666,0
what cures depression food lots of it emoji grimacing face,0.738,0.738,0.76,0.747,0.664,0.616,0.776,10,0.0,0.0,0
i got the cuddles and besitos i wanted yet my ass is still sad damn depression is wild emoji sneezing face,0.596,0.73,0.694,0.691,0.613,0.571,0.699,21,-0.2,0.7,0
depression does not have a face,0.594,0.514,0.679,0.458,0.648,0.748,0.716,6,0.0,0.0,0
