tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
rt if hajime hinata is perfect or you have severe depression,0.731,0.717,0.736,0.763,0.709,0.73,0.773,11,1.0,1.0,0
amadeus by peter shaffer gave me depression,0.547,0.605,0.616,0.554,0.568,0.649,0.818,7,0.0,0.0,0
the only meal that could fight my depression is draft,0.646,0.771,0.863,0.708,0.728,0.757,0.687,10,0.0,1.0,0
why yall talking about depression even though we still kids,0.658,0.786,0.753,0.699,0.616,0.571,0.755,10,0.0,0.0,0
me after dealing with anxiety and depression nd someone asks if am alright,0.676,0.626,0.683,0.708,0.589,0.747,0.64,13,0.0,0.0,0
a tory govt increases depression by 85 fact,0.745,0.785,0.785,0.755,0.729,0.708,0.92,8,0.0,0.0,0
when friends struggle with depression this app helps avoid potentially harmful phrases via,0.685,0.757,0.802,0.88,0.733,0.764,0.572,13,0.0,1.0,0
you are most welcome i do not know if you have tried this but i found magnesium supplements helpful for my anxiety depression and sleep issues not massive quantities just 250 mg of magnesium oxide daily helped me greatly over time best of luck as you seek your best solution,0.701,0.83,0.831,0.867,0.785,0.784,0.751,50,0.5857142857142856,0.5357142857142857,0
i know you say it helps and no am not trying to offend but i know depression and drug addiction do not blend,0.518,0.722,0.879,0.826,0.74,0.809,0.35,23,0.0,0.0,0
have already submitted the bateman lectures on depression hope you guys are into a funny autobiographical doc that looks like this,0.741,0.811,0.872,0.885,0.839,0.828,0.725,21,0.125,0.5,0
when friends struggle with depression this app helps avoid potentially harmful phrases,0.69,0.754,0.798,0.885,0.729,0.767,0.568,12,0.0,1.0,0
is the unmatched escalator towards fluid access to mental health care,1,0.922,0.82,0.81,0.881,0.686,0.739,11,-0.05,0.15000000000000002,0
the same old story politicians are only too ready and willing to commit australian troops to conflict but unwilling to help vets overcome the consequences of the experiences ptsd depression drug and alcohol abuse etc anzac day is about remembering the human cost of war,0.651,0.792,0.753,0.752,0.659,0.611,0.655,45,0.07857142857142858,0.3821428571428572,0
the stock market is having its worst second quarter since the great depression,0.678,0.722,0.645,0.642,0.56,0.566,1,13,-0.06666666666666665,0.5833333333333334,0
physical activity and incident depression a meta analysis of prospective cohort studies including some familiar names and some media,0.789,0.865,0.866,0.91,0.815,0.86,0.811,19,0.1875,0.3214285714285714,0
here we go follow depressed dave s comics at,0.751,0.75,0.862,0.739,0.749,0.761,0.768,9,0.0,0.0,0
update finished the office yesterday and am already on episode 10 of on my block whoever said depression affects productivity is wrong am doing great,0.804,0.861,0.786,0.786,0.667,0.692,0.704,25,0.15000000000000002,0.825,0
istg seeing jihyo now makes me cry she went through body shaming and prob depression bc of how people tell her about her body,0.615,0.819,0.694,0.658,0.576,0.516,0.817,24,0.0,0.0,0
ask weed buddy what strain helps with,0.833,0.928,1,0.995,0.923,0.839,0.836,7,0.0,0.0,0
handmaids tale tonight going emoji airplane departure emoji airplane depression,0.777,0.828,0.79,0.741,0.831,0.687,0.709,10,0.0,0.0,0
i feel like have been distance from people lately i have so much depression am always tired i just with sweatpants most of the time stay home all day never go out unless school am bored i just feel like i,0.464,0.71,0.667,0.582,0.535,0.519,0.699,41,-0.1,0.6,0
i once went to the psych er for depression and made them release me to myself not normal practice instead of a family member so i could stop by the cafeteria and get some food,0.614,0.916,0.83,0.79,0.723,0.696,0.749,35,-0.075,0.6499999999999999,0
but then of course there is the dark side to the lifestyle of a dj with the stress and anxiety it just makes me sad because people think djs have the glamorous life but they do not there is the struggles anxiety stress and depression and it really can push you off balance,0.557,0.648,0.676,0.7,0.41,0.519,0.6,53,-0.15,0.5333333333333333,0
also csa laws already exist so anti trans bathroom bills are 100 about pushing a marginalized group the fringes of society even further which y know causes trans people to suffer from higher rates of depression and suicidal ideation but go off i guess,0.72,0.761,0.71,0.791,0.656,0.717,0.77,44,0.125,0.5,0
xoli listen to your heart surely it telling you to keep the baby cause if you abort the child and 2 years years later he decides to end your relationship you will regret it for the rest of your life and depression will be all over you emoji face with cold sweat emoji face with cold sweat emoji face with cold sweat,0.573,0.797,0.507,0.529,0.61,0.507,0.726,62,-0.25999999999999995,0.7777777777777778,0
100 it is depression porn,0.606,0.698,0.791,0.685,0.754,0.696,0.847,5,0.0,0.0,0
no tears left to cry ended depression,0.603,0.654,0.615,0.586,0.668,0.625,0.708,7,0.0,0.0,0
n my broke ass depression continues when am on the fence to call my parents just for lunch money i dont want to bother them but where can i cope money except them emoji weary face so stressed out rn,0.524,0.797,0.733,0.716,0.588,0.573,0.709,40,0.0,0.0,0
researchers from koltsovo developed a drug for treatment of depression,0.842,0.984,0.896,1,0.906,0.933,0.897,10,0.1,0.3,0
welp depression naps do work d sad hours closed,0.622,0.738,0.751,0.646,0.579,0.669,0.798,9,-0.3,0.55,0
you have definitely stolen my heart atticren emoji blue heart thank you so much for sending out so much love into the world and talking about depression xxx,0.692,0.802,0.76,0.792,0.649,0.62,0.842,28,0.175,0.35,0
that podcast should come with a warning that it may cause depression,0.647,0.754,0.691,0.733,0.595,0.654,0.697,12,0.0,0.0,0
if people will not even buy knives and vacuums door to door it can only mean one thing this recession is now a depression,0.606,0.725,0.655,0.68,0.537,0.556,0.797,24,-0.15625,0.84375,0
webcast thursday depression in the workplace the hidden cost to your organization s bottom line and how you can help turn it around,0.741,0.86,0.779,0.784,0.655,0.645,0.838,23,-0.16666666666666666,0.3333333333333333,0
emoji raised hand medium skin tone hi i am a high functioning person living with depression anxiety ptsd and probably some other undiagnosed stuff as a mexican american woman i always knew the only way would survive would be to be the best since being mediocre was not an option,0.588,0.681,0.69,0.69,0.657,0.661,0.602,50,0.07642857142857142,0.45928571428571424,0
please pray for me i am currently working on a blog article about depression depression is not a joke and a very sensitive issue writing about it is way out of my comfort zone pray for wisdom knowledge courage i would not be able to do it without your prayers thank you,0.508,0.751,0.696,0.699,0.607,0.595,0.606,52,0.21,0.6749999999999999,0
was pretty sick for over a month sure some of it was serious could not breathe etc but maybe i was in deep depression over ol sackless doughy kevvy going offline emoji eyes emoji face with stuck out tongue and tightly closed eyes at least he never apologized for 200 yrs of bpd like douchey de sousa did,0.657,0.723,0.737,0.644,0.638,0.586,0.792,58,-0.09965986394557823,0.6160997732426303,0
low carbs depression bugle all work by themselves but a hearty mix of all three will provide best results,0.679,0.649,0.728,0.744,0.71,0.732,0.674,19,0.5,0.3,0
cw mental health discussion depression am going through a terrible depressive phrase right now and all therapists i know blame my depression on me and are transphobic am gonna d,0.457,0.666,0.655,0.564,0.446,0.438,0.808,30,-0.27142857142857146,0.5785714285714286,0
listen live now playing depression by j c hulsey hosted by tim boudreau,0.687,0.763,0.874,0.8,0.788,0.77,0.722,13,0.13636363636363635,0.5,0
for it can be hard to spot symptoms of in kids who normally experience frequent emotional shifts but knowing what to look for to ensure children who need help get it can make all the difference shares her tips,0.613,0.723,0.738,0.753,0.616,0.736,0.596,39,-0.010416666666666671,0.5354166666666667,0
depression sucks,0.487,0.478,0.561,0.456,0.375,0.456,0.798,2,-0.3,0.3,0
will is online my depression is cured,0.72,0.815,0.835,0.899,0.877,0.753,0.734,7,0.0,0.0,0
its ok not to be ok,0.49,0.427,0.389,0.471,0.453,0.569,0.599,6,0.5,0.5,0
aaaaaaaand we are back to square one depression sucks,0.534,0.552,0.697,0.541,0.532,0.516,0.783,9,-0.15,0.15,0
my name is katy am diagnosed with chronic depression and panic disorder my anxiety gets so bad that i get panic attacks all the time panic attacks do not equal anxiety attacks panic attacks leave you exhausted,0.618,0.667,0.598,0.587,0.502,0.539,0.734,37,-0.36666666666666664,0.5388888888888889,0
are at the greatest risk of through loneliness according to new research and difficulty finding a loving is one of the primary reasons,0.565,0.554,0.564,0.698,0.408,0.538,0.646,23,0.5340909090909091,0.7261363636363636,0
girl in red summer depression lyrics via,0.664,0.759,0.718,0.738,0.66,0.604,0.834,7,0.0,0.0,0
i wish things did not bother me so much the smallest thing i feel my world come crashing down why is depression anxiety so cruel,0.481,0.621,0.578,0.591,0.385,0.462,0.519,25,-0.31851851851851853,0.4962962962962963,0
thoughts on the ascent of the akp in turkey in the third great depression and rise of the far right experiences from turkey by burak g rel for the writing in oxley,1,0.954,0.935,1,0.942,0.854,0.845,32,0.29642857142857143,0.5714285714285714,0
working out makes me feel hella good now like depression who is she,0.593,0.678,0.613,0.652,0.552,0.574,0.677,13,0.7,0.6000000000000001,0
interesting and needed read for men with sons men who are coaches mentors father figures to young men boys and adult men who are struggling with loneliness depression despair identifying the problem is tough but will bring you the freedom you seek,0.68,0.809,0.847,0.907,0.669,0.648,0.632,42,0.07777777777777777,0.5083333333333333,0
save the date on may 3 at 3 pm et join for a twitter chat on teendepression nimh experts will be on hand to answer your questions use to follow the conversation,0.889,1,0.944,0.889,0.892,0.841,0.838,32,0.0,0.0,0
would like to thank everyone who cooperated with me on our cause regarding depression and art thieves all these issues may be out of our complete control but together we can help this society your efforts are very much appreciated you are your own amazing phantom thief,0.685,0.713,0.706,0.839,0.662,0.786,0.696,47,0.375,0.6,0
how to cure depression,0.645,0.806,0.748,0.813,0.75,0.727,0.753,4,0.0,0.0,0
here s a theory maybe i should get high and do revision in order to escape depression,0.824,0.898,0.654,0.78,0.746,0.731,0.63,17,0.16,0.5399999999999999,0
diagnosed with add severe depression severe anxiety am a triple threat baby emoji smiling face with sunglasses,0.737,0.619,0.784,0.733,0.66,0.706,0.781,17,0.0,0.0,0
i do not know if it is just my depression or if im really just that boring and uninteresting hmmm,0.388,0.469,0.602,0.429,0.448,0.589,0.723,20,-0.4,0.6,0
people continuously fall to self related stress angst depression because of the lack of love for themselves it is easy to hurt for anything especially when you have not even cultivated a beautiful relationship with within yourself,0.45,0.488,0.515,0.573,0.45,0.468,0.675,37,0.35666666666666663,0.7666666666666667,0
what a strange existence you have created where you have suffered depression and also antagonize people who still feel it literally zero empathy here,0.421,0.548,0.612,0.598,0.427,0.463,0.72,24,-0.05,0.15,0
5 liters of water a daykeeps your depression awayweh,0.779,0.821,0.851,0.83,0.812,0.814,0.93,9,0.0,0.0,0
in heb 12 15 the bible warns us to beware lest any root of bitterness springing up trouble you and thereby many be defiled can lead to depression sexual sin and others corruption but the gives us the cure for bitterness,0.593,0.723,0.697,0.804,0.575,0.61,0.522,41,0.26666666666666666,0.5111111111111111,0
caffeine is the philosopher s stone which transmutes depression into anxiety,0.731,0.849,0.868,0.91,0.819,0.837,0.817,11,0.0,0.0,0
comic strip representations of challenges floridians faced during the great depression a way to,0.76,0.802,0.814,0.77,0.682,0.7,0.872,14,0.525,0.625,0
you guys you can listen to download my original soundtrack album for the bateman lectures on depression right now on bandcamp it is not even a little depressing,0.804,0.952,0.927,1,0.883,0.886,0.839,28,-0.03169642857142857,0.6714285714285714,0
just when i thought would hit rock bottom watching i have now discovered on,0.798,0.734,0.687,0.649,0.758,0.698,0.687,14,0.0,0.0,0
you are going through the five stages of twitter you are now in denial the next time it is gonna be anger for a while you you will bargain try to reason with them then there is depression about why people are like this and soon enough it is acceptance phase welcome to the club,0.541,0.827,0.617,0.767,0.599,0.7,0.782,55,0.025000000000000022,0.4,0
if you are someone who uses depression as an excuse to take advantage of people and treat them like shit then please stay far away from me,0.434,0.67,0.666,0.604,0.512,0.596,0.665,27,-0.049999999999999996,0.6166666666666667,0
impact on functioning and well being has been compared to that of chronic medical conditions such as diabetes,0.892,0.875,0.825,0.935,0.882,0.867,0.732,18,0.0,0.25,0
the fact that they are promoting depression they gone go in that room run into a dead body,0.563,0.691,0.678,0.582,0.517,0.52,0.785,18,-0.2,0.4,0
read this about,0.809,0.816,0.844,0.852,0.85,0.6,0.709,3,0.0,0.0,0
such a perfect time for depression,0.655,0.641,0.66,0.67,0.661,0.619,0.703,6,0.5,0.75,0
the reduction in stake would massively minimise the financial harm as i was addicted to the game itself at the time the money seemed secondary as i was hypnotised by the product the financial destruction then led to deep depression it is the right thing to do,0.609,0.707,0.602,0.779,0.559,0.626,0.678,47,-0.1017857142857143,0.40446428571428567,0
igloo real depression hours,0.562,0.595,0.57,0.535,0.391,0.469,0.865,4,0.2,0.30000000000000004,0
i cant focus on my studies rn idk why is this depression or am i just being the lazy bitch i am hmmm emoji thinking face,0.45,0.61,0.717,0.52,0.493,0.524,0.742,26,-0.25,1.0,0
it is the depression and stress,0.597,0.521,0.59,0.562,0.433,0.522,0.716,6,0.0,0.0,0
i am depression,0.322,0.371,0.587,0.366,0.424,0.512,0.815,3,0.0,0.0,0
so am about to start this aggressive medication for the next 6months side effects include depression mood swings and skin reactions if am out in the sun god help me,0.829,0.924,0.745,0.778,0.691,0.784,0.773,30,0.0,0.0,0
the worse feeling is when you have a week of feeling better and good and you think this is it this is the end of the depression or even feeling depressed but then it comes back and you feel like a failure and back to where you were when you felt shit thinking this is your life,0.535,0.638,0.599,0.621,0.397,0.545,0.642,57,0.04047619047619046,0.39999999999999997,0
my middle name is depression,0.432,0.502,0.738,0.534,0.664,0.683,0.711,5,0.0,0.0,0
omg lyks hahahahaha but she has depression so i feel guilty hating her emoji disappointed face emoji face with tears of joy,0.431,0.55,0.567,0.568,0.409,0.418,0.661,22,-0.0625,0.6375000000000001,0
depression is not necessarily pathological it often foreshadows a renewal of the personality or a burst of creative activity there are moments in human life when a new page is turned,0.707,0.664,0.675,0.75,0.729,0.777,0.641,31,0.1590909090909091,0.6386363636363637,0
hmm yes that is true as well she should just stop referring to depression each time she does a speech everyone goes through it emoji face with tears of joy,0.628,0.753,0.6,0.712,0.684,0.659,0.681,30,0.575,0.42500000000000004,0
sorry for not understanding depression intthe slightest,0.468,0.563,0.551,0.543,0.448,0.564,0.596,7,-0.5,1.0,0
cave mass depression me thinks,0.629,0.669,0.727,0.671,0.617,0.751,0.804,5,0.0,0.0,0
have been wearing my real hair for like a week am slowly slipping into a depression,0.73,0.782,0.68,0.71,0.773,0.63,0.738,16,0.05,0.2,0
yeah here it comeshere comes the depressionrrrrrrrrrrrrrrrrrrrrrrrrev it up,0.712,0.694,0.742,0.705,0.626,0.687,0.732,9,0.0,0.0,0
management of sleep deprivation depression and anxiety in the college athlete mismanaged and undertreated excellent lecture,0.639,0.742,0.804,0.778,0.648,0.68,0.845,16,1.0,1.0,0
hey everyone emoji sparkling heart i just wanted to recommend for anyone struggling with anxiety depression and you have not found an outlet to cope with it i definitely recommend arts crafts any creative outlet is very good for anxiety depression amount other things have a good day emoji heavy red heart,0.604,0.703,0.65,0.692,0.63,0.633,0.67,52,0.255,0.5364285714285715,0
who will love you who will be brave for you the honest answer is there times with depression it can feel like know one is there just me,0.596,0.649,0.682,0.708,0.489,0.666,0.682,28,0.6333333333333333,0.8333333333333334,0
there are clear connections between depression and chronic pain here you have some explanation,0.765,0.773,0.826,0.819,0.653,0.739,0.711,14,0.10000000000000002,0.3833333333333333,0
reminiscing those past months i can not imagine kung pano ko nalabanan yung anxiety depression ko i can not imagine that i survived god is always on your side no matter what emoji up pointing index light skin tone emoji person with folded hands light skin tone,0.719,0.822,0.64,0.76,0.771,0.729,0.781,47,0.18333333333333335,0.5499999999999999,0
i carry depression with me every minute of every day,0.591,0.752,0.681,0.542,0.617,0.597,0.734,10,0.0,0.0,0
you need to stop associating depression with nihilistic inclinations,0.554,0.685,0.658,0.646,0.583,0.625,0.682,9,0.0,0.0,0
depression and obsession do not mix well,0.539,0.575,0.586,0.627,0.524,0.624,0.705,7,0.0,0.0,0
aye be careful that post grad depression is real one of the toughest moments in my life,0.676,0.659,0.597,0.65,0.499,0.55,0.726,17,0.05,0.65,0
and i got some advice for you f hrer if you have depression and anxiety remember there is always someone who does not have relations with you but know what are you feelings,0.52,0.685,0.683,0.71,0.523,0.688,0.67,33,0.0,0.0,0
things are different this month your girls losing weight skin is glowing am taking heads on fortnite i have a job interview tomorrow depression is not glooming over my shoulder,0.62,0.832,0.756,0.826,0.695,0.664,0.783,30,0.0,0.6,0
actually everyone makes it out to be a place where you go broke go in and out of depression and are hungry 20 5 out of the week but ok,0.712,0.809,0.773,0.782,0.722,0.656,0.884,30,0.25,0.3,0
chronic depression is a mother fucker i do not know when i am awake drunk asleep crying knowing i have no one to talk to,0.513,0.686,0.622,0.562,0.435,0.494,0.767,25,-0.35,0.8,0
the gut brain connection is real google it plexus helps clean up your gut and make you healthier and happier,0.909,0.931,0.882,1,0.849,0.765,0.776,20,0.2833333333333333,0.5,0
thx 4 rt passive suicidal depression i wish i did not wake up,0.68,0.779,0.584,0.668,0.583,0.688,0.645,13,0.0,0.0,0
running is my happy place it helped me to overcome postpartum depression and continues to help me cope with life while also providing a workout to stay healthy,0.774,0.928,0.68,0.852,0.768,0.724,0.656,28,0.65,0.75,0
kids how to deal with metal illness or depression,0.825,0.862,0.825,0.822,0.739,0.679,0.853,9,0.0,0.0,0
i wanna get in on the group hug in the end am p sure it would entirely cure my depression,0.69,0.758,0.708,0.853,0.782,0.768,0.665,20,0.25,0.7569444444444444,0
new blog post this past week i was invited to speak to a group about tools we can use to cope with here s one of the strategies i shared,0.912,0.991,0.835,0.888,0.868,0.644,0.778,30,-0.05681818181818182,0.3522727272727273,0
4 25 2018,1,0.933,0.826,0.929,1,0.827,0.777,3,0.0,0.0,0
occupations with frequent or difficult interactions with the public or clients among those occupations with highest rates of depression,0.623,0.621,0.702,0.648,0.461,0.595,0.738,19,-0.13333333333333333,0.45555555555555555,0
it is often said that the cause of depression was the cause of death,0.581,0.745,0.731,0.683,0.555,0.621,0.833,14,0.0,0.0,0
i think am fallin into a state of depression,0.408,0.467,0.507,0.41,0.418,0.531,0.793,9,0.0,0.0,0
if you ever want to look as awesome as this you should treat yourself to one of our tote bags just like did 3we support those with depression by donating 50 of our profits to re tweet,0.855,0.994,0.849,0.982,0.876,0.862,0.848,37,1.0,1.0,0
even minor can impact long term study warns,0.634,0.652,0.734,0.656,0.547,0.765,0.646,8,-0.05,0.30000000000000004,0
monday and tuesday were beautiful and now it is raining albany is going to put me into a depression,0.722,0.753,0.7,0.722,0.645,0.625,0.802,19,0.85,1.0,0
have got a black eye of a soulmorals in a hole wish i was still dead but the tv said it is just a tropical depression,0.591,0.729,0.724,0.618,0.587,0.592,0.804,26,-0.18333333333333335,0.4166666666666667,0
i love this depression despair is a serious reality chemically and or philosophically if you are in it you are not alone and your life matters,0.657,0.612,0.648,0.65,0.444,0.532,0.729,26,0.05555555555555556,0.4222222222222222,0
am not bi polar but my depression is,0.521,0.63,0.725,0.632,0.589,0.667,0.666,8,-0.08333333333333333,0.25,0
becoming rich during the great depression emoji ok hand sign emoji face with tears of joy,0.893,0.819,0.743,0.906,0.813,0.762,0.761,16,0.585,0.6100000000000001,0
depression and drug addiction is not a good blend,0.591,0.615,0.596,0.653,0.55,0.652,0.74,9,-0.35,0.6000000000000001,0
today s daily cycle of over thinking and depression came a lil early happy wednesday,0.616,0.677,0.659,0.609,0.597,0.577,0.792,15,0.3,0.43333333333333335,0
parents do not miss this information night learn about your kids how to protect them from addiction anxiety depression and tech cyber harm,0.792,0.928,0.845,0.852,0.703,0.728,0.695,23,0.0,0.0,0
it may be true that i have utang nang loob to them but my depression becaused by them is enough to pay it the reason why i am so depressed because i work my ass off just for them to recognized our existence and pleased them but they still not see me and recognize me,0.363,0.6,0.585,0.684,0.407,0.525,0.568,55,0.2833333333333333,0.7166666666666667,0
45 i had mild depression in 2014 and no one even noticed including myself only in 2015 when i looked back did i realise emoji purple heart,0.75,0.774,0.855,0.817,0.691,0.748,0.793,27,0.1111111111111111,0.5,0
fr i be getting hit with random depression outta nowhere emoji upside down face emoji disappointed face,0.521,0.521,0.53,0.462,0.386,0.494,0.746,17,-0.4685185185185185,0.512962962962963,0
surviving trauma does not mean there are no trace imprints still wreaking havoc there are ways to cope heal emoji heavy red heart emoji down pointing backhand index medium dark skin tone,0.747,0.805,0.852,0.808,0.737,0.843,0.612,32,-0.06986111111111112,0.3752777777777778,0
okeydoke or okie dokie or hokey dokey or okey dokey or okledockle is american slang based on oklahomans experience during great depression indicating everything wa ok,0.841,0.805,0.852,0.839,0.814,0.777,0.848,26,0.43333333333333335,0.4166666666666667,0
my depression watching me to go the gym despite telling me not to,0.449,0.757,0.546,0.588,0.538,0.519,0.638,13,0.0,0.0,0
that stage of emergence from the depression crust where u do not have the energy to cook yet but u are ready to consume a certain number of protein units instead of all corn chips all the time so u eat like 6 joyless hardboiled eggs per day amirite ladies,0.806,0.934,0.753,0.893,0.808,0.772,0.843,50,0.20714285714285713,0.5357142857142857,0
exactly that is my point we are trying to get china off of coal health we are trying to have money in our economy so we have tax revenue to fund hospitals and doctors health we want neighbours to provide for their families and avoid depression suicide health,0.825,0.952,0.748,0.908,0.801,0.695,0.863,48,0.25,0.25,0
so we are fund raising to give a final cure to his depression,0.739,0.905,0.805,0.854,0.808,0.805,0.701,13,0.0,1.0,0
2,0.873,0.741,0.819,0.826,1,0.857,0.868,1,0.0,0.0,0
ever since i was diagnosed with and then the surgery which is where i found out i have i have really let myself go will do that to you so until i get things under control with my health it is all about me and,0.682,0.879,0.668,0.66,0.719,0.643,0.568,45,0.2,0.2,0
am sure no one s said this to you but you should do yoga to improve your depression,0.515,0.822,0.842,0.757,0.658,0.641,0.74,18,0.5,0.8888888888888888,0
depression is real,0.61,0.562,0.645,0.568,0.478,0.519,0.763,3,0.2,0.30000000000000004,0
am always searching for ways to encourage myself i never heard this song it is beautiful i dedicate this to all who struggle with depression,0.611,0.804,0.664,0.691,0.602,0.63,0.795,25,0.85,1.0,0
i like kirk fanklin s songs because he regularly talks about depression and does not find a way to sneak in homophobia,0.656,0.798,0.83,0.81,0.724,0.799,0.576,22,0.0,0.07692307692307693,0
harvard school of public health found that females who drink a minimum of four cups of coffee per day could lower the risk of depression by up to 20,0.846,0.986,0.861,1,0.946,0.881,0.893,29,0.0,0.06666666666666667,0
i let my depression slow down my work ethic so i probably wont be releasing music next week like i originally wanted to,0.503,0.782,0.648,0.677,0.504,0.55,0.583,23,-0.0201388888888889,0.3597222222222222,0
rt by rt profitable promoted heightens blood hence,0.906,0.845,0.802,0.848,0.753,0.622,0.641,8,0.0,0.0,0
overcoming depression rc blakes jr via,0.761,0.771,0.795,0.823,0.787,0.815,0.74,6,0.0,0.0,0
you all can screengrab this and send it to your fave idc she is very toxic wethu sogqiba azimele nge depression,0.592,0.703,0.734,0.682,0.573,0.538,0.748,21,0.2,0.3,0
my depression to my anti depressants,0.624,0.7,0.749,0.69,0.597,0.589,0.784,6,0.0,0.0,0
the thing about depression is that you never see a low coming you wake up and are bubbling over with contentment and then it just ambushes you and before you know it you are in the sunken place,0.609,0.718,0.633,0.634,0.66,0.663,0.773,38,0.0,0.3,0
more than 300 million people are suffering from depression worldwide in this video you you will get some action steps that you can start doing now help treat depression symptoms,0.809,0.914,0.727,0.814,0.804,0.781,0.764,30,0.3,0.3,0
if you do not think your anxiety depression sadness and stress impact your physical health think again,0.698,0.751,0.694,0.779,0.625,0.736,0.657,17,0.0,0.14285714285714285,0
anxiety sucks depression sucks,0.639,0.559,0.582,0.636,0.406,0.529,0.726,4,-0.3,0.3,0
why your doctor does not provide as a treatment,0.555,0.774,0.677,0.748,0.634,0.653,0.759,9,0.0,0.0,0
could one puff of cannabis ease depression acb t aph t blo c choo c cmed t cron v emc v emh v fire v gwph hiku c leaf t mym c n c nine v ogi v rqb c snn c ter c thcx v weed t,0.807,0.847,0.874,0.886,0.827,0.877,0.802,48,0.0,0.0,0
have sympathy you demons she was trying to cure her depression focus on getting curropt leaders arrested not some innocent girl wtf how will it benefit you if she serves jail time,0.634,0.752,0.74,0.79,0.635,0.64,0.811,32,-0.03333333333333333,0.5666666666666667,0
if anyone is gonna try to get ahold of me will be taking a bunch of depression naps today,0.556,0.686,0.655,0.576,0.554,0.671,0.781,19,0.0,0.0,0
i totally know this too i just give up on life and am going to embrace it taking meds for depression really screwed up the way my body works so i quit the meds the only thing that helps is having a dog,0.51,0.685,0.715,0.595,0.649,0.616,0.699,43,0.06666666666666667,0.65,0
alright blindboy what is your hot take on some of the alt right lads saying depression and mental illness is not real that it is an attention seeking 1st world problem personally think they are just being trolls but wonder what you thought cheers,0.663,0.773,0.713,0.785,0.678,0.66,0.732,44,0.06714285714285714,0.4371428571428571,0
black patents do not believe in depression fam,0.765,0.83,0.852,0.84,0.85,0.828,0.685,8,-0.16666666666666666,0.43333333333333335,0
it is always the people who do not deal with anxiety depression speaking on anxiety depression stfu emoji unamused face,0.566,0.741,0.737,0.652,0.688,0.706,0.654,20,0.0,0.0,0
these are just some of the benefits of neuro aerobics strengthen immune systemreverse heal and prevent depression anxiety panic disorders ocd etcprevent or dramatically slow down the progression of dementia alzheimers and other neurological disorders expand business,0.736,0.765,0.755,0.868,0.707,0.79,0.698,37,-0.19351851851851853,0.35462962962962963,0
lonely millennials twice as likely to experience depression or anxiety finds study,0.674,0.713,0.729,0.725,0.651,0.69,0.877,12,-0.04999999999999999,0.85,0
i worked for a producer in los angeles who no matter where he was would stop to go to the gym to swim,0.889,1,0.895,0.957,0.905,0.786,0.86,23,0.0,0.0,0
white lady not good not in crisis mode or anything just yet but this weather is not helping my depression,0.461,0.466,0.548,0.597,0.549,0.553,0.57,20,-0.175,0.30000000000000004,0
i changed my life with the help of football saved it from depression and almost suicide but today continue to help others,0.707,0.925,0.795,0.81,0.673,0.741,0.59,22,0.0,0.0,0
1 800 273 8255 suicide hotline877 226 3111 addiction hotline844 228 2962 eating disorder hotline877 455 0628 self harm hotline888 640 5174 depression hotlinemy dms lonely thots hotlineshare this for someone who might really need these phone numbers,0.694,0.864,0.784,0.736,0.766,0.747,0.809,38,0.05000000000000002,0.44999999999999996,0
depression you are worthless anxiety cool so let us overanalyze your worthlessness my brain,0.466,0.591,0.716,0.55,0.609,0.579,0.763,14,-0.22500000000000003,0.775,0
depression cured,0.629,0.708,0.796,0.743,0.754,0.716,0.663,2,0.0,0.0,0
as someone who has anxiety and depression i can tell you now i do not need a seat,0.624,0.604,0.715,0.55,0.71,0.774,0.625,18,0.0,0.0,0
my memes are ironic my depression is chronic,0.52,0.622,0.59,0.606,0.487,0.491,0.774,8,0.2,0.9,0
impaired is impaired am feeling second class to workers that have been driving to work forced on pill cocktails causing depression to go down a couple of lunch beers like prince or elvis pros need a chemistry set bigger budgets looking for evidence of impairment in 2018,0.714,0.885,0.831,0.849,0.681,0.701,0.854,47,-0.1138888888888889,0.24722222222222223,0
i have crippling depression,0.503,0.48,0.589,0.44,0.384,0.446,0.752,4,0.0,0.0,0
hell is not a location it is a state of mind anxiety fear and depression are your demons at the center of your problems you are the one pulling the strings,0.544,0.576,0.646,0.601,0.507,0.577,0.702,31,-0.1,0.1,0
how exercising can slash the risk of depression via,0.7,0.824,0.838,0.829,0.76,0.767,0.708,9,0.0,0.0,0
hair growth abatement of depression possible increase in psa,0.746,0.801,0.718,0.84,0.745,0.806,0.647,9,0.0,1.0,0
idk if what i am feeling is anxiety or depression,0.626,0.571,0.678,0.717,0.488,0.669,0.782,10,0.0,0.0,0
in recognition of children s mental health awareness week the national institute of mental health nimh is hosting a twitter chat to discuss teen depression the chat will take place on thur may 3 3 4pm follow for to join the conversation,0.878,0.979,0.914,0.917,0.823,0.843,0.919,42,-0.06666666666666667,0.13333333333333333,0
who is going to do the background checks suppose you can not get a gun because of your depression or autism or whatever universally ban weapons of war for all people,0.619,0.811,0.62,0.649,0.656,0.646,0.704,31,0.0,0.0,0
partying with depression turned my life upside down,0.605,0.685,0.643,0.597,0.639,0.604,0.852,8,-0.15555555555555559,0.2888888888888889,0
anyways enough depression shit that no one cares about,0.424,0.544,0.533,0.449,0.447,0.54,0.725,9,-0.1,0.65,0
anxiety depression pizza emoji slice of pizza,0.747,0.843,0.865,0.899,0.78,0.781,0.832,7,0.0,0.0,0
